Nom_exploitant,Raison_sociale,Description_infraction,Adresse_lieu_infraction,Type_etablissement,Information_etablissement,Date_infraction,Date_jugement,Date_publication,Amende,SOC_CD_LOI,SOC_NOM_LOI,SOC_CD_REGL,SOC_NOM_REGL,SOC_CD_ARTCL_INFRC,SOC_NOM_ARTCL_INFRC,SOC_CD_POURS,SOC_DESC_POURS,SOC_CD_REGRP_TYP_ENTT,SOC_DESC_REGRP_TYP_ENTT,Latitude,Longitude
DAGENAIS JOHANNE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","1316 MONTEE HOPE SAINTE-CLOTILDE, (QC) J0K1V0",BIEN-ETRE ANIMAL,,04/13/2022 00:00:00,07/30/2024 00:00:00,08/29/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,45.1748201,-73.6776869
BEAUDIN CLAUDE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","1316 MONTEE HOPE SAINTE-CLOTILDE, (QC) J0K1V0",BIEN-ETRE ANIMAL,,04/13/2022 00:00:00,06/10/2025 00:00:00,06/25/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,45.1748201,-73.6776869
LACHANCE BENOIT,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","8091 BOUL. RIDEAU ROUYN-NORANDA, (QC) J0Z2X0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",05/10/2022 00:00:00,12/02/2024 00:00:00,12/13/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,48.2369549,-79.1417903
MOREAULT HUGUETTE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","722 CHEMIN DU VILLAGE LAFORCE, (QC) J0Z2J0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/01/2022 00:00:00,10/07/2024 00:00:00,11/04/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,47.5362109,-78.7234323
CLAUDE CARRIER,FERME MARIENTAL S.E.N.C.,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","402 RANG 14 ADSTOCK, (QC) G0N1S0",ELEVEUR BOVINS BOUCHERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",04/22/2022 00:00:00,07/03/2024 00:00:00,07/18/2024 00:00:00,13428 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,46.0340879,-71.1040858
LAROCQUE PIERRE-ANDRE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","1327 CHEMIN ST-PHILIPPE SAINT-POLYCARPE, (QC) J0P1X0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",03/24/2022 00:00:00,06/10/2024 00:00:00,06/17/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,45.2610857,-74.331196
9265-3161 QUEBEC INC.,RESTAURANT HARVEY'S STE-MARTHE,"A TITRE D'EXPLOITANT VISE A L'ARTICLE 2.2.4.1 DU REGLEMENT SUR LES PRODUITS ALIMENTAIRES , A OMIS DE TENIR UN REGISTRE DANS LEQUEL IL INSCRIT LE NOM DE CEUX QUI SONT TITULAIRES D'UNE ATTESTATION DE FORMATION DE MANIPULATEUR D'ALIMENTS OU DE GESTIONNAIRE D'ETABLISSEMENT ALIMENTAIRE.","2959 BOUL. DES PROMENADES SAINTE-MARTHE-SUR-LE-LAC, (QC) J0N1P0",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",05/25/2022 00:00:00,05/14/2024 00:00:00,05/27/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.4.3             ,FORMATION-REGISTRE (ABSENCE OU INCOMPLET),1,MAPAQ,21,RESTAURATION,45.53195,-73.9327124
9432-0884 QUEBEC INC.,CUISINE KUNG FU LEGENDE,"ETANT EXPLOITANT D'UN LIEU VISE A L'ARTICLE 2.1.1 OU LES SURFACES DES EQUIPEMENTS QUI ENTRENT EN CONTACT DIRECT AVEC LES PRODUITS, N'ETAIENT PAS EXEMPTES DE PARTICULES DETACHABLES, D'ASPERITES OU DE FISSURES.","1800 BOUL. SAINT-MARTIN OUEST LAVAL, (QC) H7S1M9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/21/2022 00:00:00,06/13/2024 00:00:00,06/27/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.4 al.2          ,SURFACE LISSE,1,MAPAQ,21,RESTAURATION,45.5670543,-73.728988
9432-0884 QUEBEC INC.,CUISINE KUNG FU LEGENDE,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS, LES MATERIAUX, ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","1800 BOUL. SAINT-MARTIN OUEST LAVAL, (QC) H7S1M9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",05/12/2022 00:00:00,06/13/2024 00:00:00,06/27/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,45.5670543,-73.728988
9432-0884 QUEBEC INC.,CUISINE KUNG FU LEGENDE,"ETANT EXPLOITANT D'UN LIEU VISE A L'ARTICLE 2.1.1 OU LES SURFACES DES EQUIPEMENTS, QUI ENTRENT EN CONTACT DIRECT AVEC LES PRODUITS, N'ETAIENT PAS EXEMPTES DE PARTICULES DETACHABLES, D'ASPERITES OU DE FISSURES.","1800 BOUL. SAINT-MARTIN OUEST LAVAL, (QC) H7S1M9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",05/12/2022 00:00:00,06/13/2024 00:00:00,06/27/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.4 al.2          ,SURFACE LISSE,1,MAPAQ,21,RESTAURATION,45.5670543,-73.728988
9432-0884 QUEBEC INC.,CUISINE KUNG FU LEGENDE,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","1800 BOUL. SAINT-MARTIN OUEST LAVAL, (QC) H7S1M9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/21/2022 00:00:00,06/13/2024 00:00:00,06/27/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,45.5670543,-73.728988
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,A FAIT UNE OPERATION OU MANOEUVRE TENDANT A MASQUER LA MAUVAISE QUALITE DU PRODUIT.,"164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/11/2022 00:00:00,02/07/2025 00:00:00,02/17/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.5.2 al.1          ,FALSIFICATION ET MANOEUVRE PROHIBEE,1,MAPAQ,2,PRODUITS CARNÉS,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,A FAIT UNE INDICATION FRAUDULEUSE TENDANT A FAIRE CROIRE A UN CONTROLE OFFICIEL QUI N'A PAS EU LIEU.,"164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",01/16/2023 00:00:00,02/07/2025 00:00:00,02/17/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.5.2 al.1          ,FALSIFICATION ET MANOEUVRE PROHIBEE,1,MAPAQ,2,PRODUITS CARNÉS,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,"A TITRE D'EXPLOITANT D'UN ATELIER POUR FINS DE VENTE EN GROS DE VIANDES OU D'ALIMENTS CARNES DESTINES A LA CONSOMMATION HUMAINE, A DETENU OU UTILISE DES VIANDES OU ALIMENTS CARNES QUI NE PORTAIENT PAS L'ESTAMPILLE PREVUE ET APPOSEE CONFORMEMENT A L'ARTICLE 6.5.2.6 DU REGLEMENT SUR LES ALIMENTS OU QUI N'ETAIENT PLACES DANS UN EMBALLAGE PORTANT LA REPRODUCTION DE L'ESTAMPILLE OU UNE ETIQUETTE OU VIGNETTE REPRODUISANT L'ESTAMPILLE LORS DE LEUR ENTREE A SON ETABLISSEMENT.","164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",01/16/2023 00:00:00,02/07/2025 00:00:00,02/17/2025 00:00:00,2500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,6.5.2.25            ,DETENTION ET UTILISATION DE VIANDE SANS ESTAMPILLE,1,MAPAQ,2,PRODUITS CARNÉS,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.,"164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/17/2022 00:00:00,05/15/2024 00:00:00,06/10/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.2          ,TEMPERATURE ALIMENTS ALTERABLES,1,MAPAQ,2,PRODUITS CARNÉS,,
LAMARCHE ADRIEN,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","330 11E RANG SAINTE-SABINE, (QC) J0J2B0",ELEVEUR BOVINS BOUCHERIE,,08/09/2022 00:00:00,04/05/2024 00:00:00,04/25/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,45.2658589,-73.0336209
LUNEAU CHANTAL,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","120 ROUTE 116 EST WARWICK, (QC) J0A1M0",BIEN-ETRE ANIMAL,,11/21/2022 00:00:00,02/11/2025 00:00:00,02/24/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,45.9999963,-71.9479005
ILIC ANITA,,ETAIT GARDIEN DE 15 CHATS OU CHIENS ET PLUS SANS ETRE TITULAIRE D'UN PERMIS DELIVRE A CETTE FIN PAR LE MINISTRE.,"417 AVENUE PIE X SAINT-CHRISTOPHE-D'ARTHABASKA, (QC) G6R0M5",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",12/05/2022 00:00:00,05/28/2024 00:00:00,06/03/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,16                  ,PERMIS PROPRIÉTAIRE/GARDIEN CHATS-CHIENS 15 ET +,1,MAPAQ,32,BIEN-ETRE ANIM.,46.0301213,-71.9327855
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,"AYANT EFFECTUE L'ABATTAGE OU L'EUTHANASIE D'UN ANIMAL, NE S'EST PAS ASSURE QUE LA METHODE EMPLOYEE PRODUISE UNE PERTE DE SENSIBILITE RAPIDE, SUIVIE D'UNE MORT PROMPTE DE L'ANIMAL.","164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",10/24/2022 00:00:00,02/07/2025 00:00:00,02/17/2025 00:00:00,10000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,12 al.1             ,CRUAUTÉ,1,MAPAQ,2,PRODUITS CARNÉS,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.,"164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",11/04/2022 00:00:00,02/11/2025 00:00:00,02/17/2025 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.2          ,TEMPERATURE ALIMENTS ALTERABLES,1,MAPAQ,2,PRODUITS CARNÉS,,
LANDRY ANNIE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","6 RUE LANCTOT SAINT-CONSTANT, (QC) J5A1A3",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/15/2022 00:00:00,03/28/2024 00:00:00,04/18/2024 00:00:00,3000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,2,MANDATAIRE SPA/SPCA,32,BIEN-ETRE ANIM.,45.385365,-73.555796
LACHARITE MARGUERITE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","1187 RANG DU DOMAINE LEMIEUX, (QC) G0X1S0",BIEN-ETRE ANIMAL,,06/20/2022 00:00:00,05/08/2025 00:00:00,05/21/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,46.2839965,-72.0483631
9159-6726 QUEBEC INC.,MIYOKO SUSHI,A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.,"989 RUE LABELLE SAINT-JEROME, (QC) J7Z5N5",RESTAURANT,,08/25/2022 00:00:00,07/26/2024 00:00:00,08/08/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.2          ,TEMPERATURE ALIMENTS ALTERABLES,1,MAPAQ,21,RESTAURATION,45.793093,-74.008151
GAGNON MARIO,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","660 6E RANG SAINTE-SOPHIE-D'HALIFAX, (QC) G0P1L0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",09/08/2022 00:00:00,04/03/2024 00:00:00,04/18/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,46.1375009,-71.6757804
BOUCHER KEENA,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","660 6E RANG SAINTE-SOPHIE-D'HALIFAX, (QC) G0P1L0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",09/08/2022 00:00:00,04/03/2024 00:00:00,04/18/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,46.1375009,-71.6757804
RESTAURANT E.S.M. INC.,EAST SIDE MARIO'S,"A EXPLOITE UN ETABLISSEMENT OU L'ON PREPARE, ENTREPOSE ET DETIENT DES PRODUITS EN VUE DE LA VENTE, SANS Y MAINTENIR LE LIEU ET LE MATERIEL PROPRE(S).","2 RUE SAINT-MARTIN BROMONT, (QC) J2L3L2",RESTAURANT,,08/24/2022 00:00:00,10/11/2024 00:00:00,10/18/2024 00:00:00,5000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,3.1 al.1            ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,45.3342908,-72.6495516
9398-5448 QUEBEC INC.,,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS, LES MATERIAUX ET LES USTENSILES, SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","313 NOTRE-DAME (LOCAL 6) REPENTIGNY, (QC) J6A2R9",RESTAURANT,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/14/2022 00:00:00,04/12/2024 00:00:00,04/25/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/27/2022 00:00:00,02/07/2025 00:00:00,02/17/2025 00:00:00,5000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,,
9433-2855 QUEBEC INC.,LES VIANDES NOISEUX,"A OMIS DE COLORER COMPLETEMENT LES VIANDES NON COMESTIBLES PAR L'APPLICATION D'UN DENATURANT AVANT DE LES ENVOYER DANS UN ATELIER D'EQUARRISSAGE, DANS UN LIEU D'ELIMINATION OU D'ETRE RECUPEREES PAR UN RECUPERATEUR OU ENCORE D'ETRE RAMASSEES PAR UNE PERSONNE EFFECTUANT L'ENLEVEMENT DE DECHETS POUR LES ENVOYER UNIQUEMENT DANS UN LIEU D'ELIMINATION.","164 RUISSEAU SAINT-LOUIS EST MARIEVILLE, (QC) J3M1P1",ABATTOIR QUEBEC,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/27/2022 00:00:00,02/11/2025 00:00:00,02/17/2025 00:00:00,5000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,6.4.2.9             ,DISPOSITION VIANDES IMPROPRES: COLORATION,1,MAPAQ,2,PRODUITS CARNÉS,,
MAJOR FREDERICK,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","361 AVENUE DES VETERANS MONTREAL-EST, (QC) H1B5C1",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",08/23/2022 00:00:00,10/08/2024 00:00:00,10/16/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,2,MANDATAIRE SPA/SPCA,32,BIEN-ETRE ANIM.,45.6322406,-73.5111999
,FERME CLEMENT LAPOINTE & FILS S.E.N.C.,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","121 RANG BAS ST-JOSEPH SAINT-BARNABE, (QC) G0X2K0",BIEN-ETRE ANIMAL,,10/26/2022 00:00:00,04/24/2024 00:00:00,05/16/2024 00:00:00,8000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,,
SIGGIA MARIO JUNIOR,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","11856 RUE DE LA GAUCHETIERE MONTREAL, (QC) H1B2J8",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",09/02/2022 00:00:00,08/12/2024 00:00:00,08/22/2024 00:00:00,4000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,2,MANDATAIRE SPA/SPCA,32,BIEN-ETRE ANIM.,45.6388565,-73.4981126
9294-3331 QUEBEC INC.,RESTAURANT CHUN BO,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX, SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","7825 BOUL. ARTHUR-SAUVE LAVAL, (QC) H7R3X8",RESTAURANT,,09/13/2022 00:00:00,10/01/2024 00:00:00,10/18/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,45.5559045,-73.876949
LAPIERRE REJEAN,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","53 ROUTE 337 SAINTE-JULIENNE, (QC) J0K2T0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",10/05/2022 00:00:00,05/14/2024 00:00:00,05/23/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,45.9621467,-73.6982146
,FERME CLEMENT LAPOINTE & FILS S.E.N.C.,"ETANT GARDIEN D'UN ANIMAL, NE L'A PAS IDENTIFIE OU MAINTENU IDENTIFIE.","121 RANG BAS ST-JOSEPH SAINT-BARNABE, (QC) G0X2K0",FERME LAITIERE,,10/26/2022 00:00:00,04/24/2024 00:00:00,05/16/2024 00:00:00,625 $,P-42,"Loi sur la protection sanitaire des animaux (RLRQ, chapitre P-42)",r.7.           ,REGL. SUR L'IDENTIFICATION ET TRACABILTE DE CERTAINS ANIMAUX,8 al.1              ,OBLIGATION D'IDENTIFIER UN ANIMAL,1,MAPAQ,2,PRODUITS CARNÉS,,
AUX PETITS DELICES G.T. INC.,BENRICO,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","2022 RUE LAVOISIER QUEBEC, (QC) G1N4L5",CHARCUTERIE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",11/21/2022 00:00:00,04/02/2024 00:00:00,04/18/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,2,PRODUITS CARNÉS,46.7975813,-71.2748186
BOUFFARD BENOIT,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","146 ROUTE 243 RACINE, (QC) J0E1Y0",BIEN-ETRE ANIMAL,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",12/15/2022 00:00:00,05/03/2024 00:00:00,05/16/2024 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,2,PRODUITS CARNÉS,48.5381737,-71.3892835
